config_a,config_b,prompt_id,exact_match,token_match_ratio,bleu,rouge_l,edit_distance,first_divergence_token
c0_baseline,c3_cuda_graphs,cg_01,0.0,0.1748,16.8647,0.2347,389,17
c0_baseline,c3_cuda_graphs,cg_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,cg_03,0.0,0.8911,87.1257,0.8981,69,89
c0_baseline,c3_cuda_graphs,ec_01,0.0,0.049,1.3503,0.1256,332,2
c0_baseline,c3_cuda_graphs,ec_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,ec_03,0.0,0.9802,97.2209,0.9802,7,18
c0_baseline,c3_cuda_graphs,lr_01,0.0,0.1795,63.1522,0.7394,169,13
c0_baseline,c3_cuda_graphs,lr_02,0.0,0.8571,91.0244,0.9187,57,90
c0_baseline,c3_cuda_graphs,lr_03,0.0,0.1827,29.0791,0.4038,382,14
c0_baseline,c3_cuda_graphs,lr_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,mc_01,0.0,0.6364,72.0284,0.7404,182,28
c0_baseline,c3_cuda_graphs,mc_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,mc_03,0.0,0.3364,67.0669,0.7602,165,34
c0_baseline,c3_cuda_graphs,mc_04,0.0,0.2727,22.2251,0.3431,401,23
c0_baseline,c3_cuda_graphs,rs_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,rs_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,sf_01,0.0,0.1442,21.8701,0.5581,330,0
c0_baseline,c3_cuda_graphs,sf_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,sf_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c3_cuda_graphs,sf_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,cg_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,cg_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,cg_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,ec_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,ec_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,ec_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,lr_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,lr_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,lr_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,lr_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,mc_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,mc_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,mc_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,mc_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,rs_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,rs_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,sf_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,sf_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,sf_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c4_prefix_caching,sf_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,cg_01,0.0,0.2667,21.4254,0.3895,349,18
c0_baseline,c5_batch_processing,cg_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,cg_03,0.0,0.2828,44.3201,0.5728,320,13
c0_baseline,c5_batch_processing,ec_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,ec_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,ec_03,0.0,0.9802,97.2209,0.9802,7,18
c0_baseline,c5_batch_processing,lr_01,0.0,0.1667,65.6451,0.7329,179,13
c0_baseline,c5_batch_processing,lr_02,0.0,0.8571,91.0244,0.9187,57,90
c0_baseline,c5_batch_processing,lr_03,0.0,0.2385,83.2199,0.8991,102,26
c0_baseline,c5_batch_processing,lr_04,0.0,0.9884,98.9527,0.9889,3,85
c0_baseline,c5_batch_processing,mc_01,0.0,0.7576,76.8633,0.8077,114,74
c0_baseline,c5_batch_processing,mc_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,mc_03,0.0,0.2294,36.7242,0.5044,318,24
c0_baseline,c5_batch_processing,mc_04,0.0,0.2609,23.101,0.3575,407,23
c0_baseline,c5_batch_processing,rs_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,rs_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c5_batch_processing,sf_01,0.0,0.4519,91.2169,0.8558,120,47
c0_baseline,c5_batch_processing,sf_02,0.0,0.1275,35.3714,0.5202,294,12
c0_baseline,c5_batch_processing,sf_03,0.0,0.018,24.214,0.4107,377,1
c0_baseline,c5_batch_processing,sf_04,0.0,0.0631,77.1004,0.7175,197,4
c0_baseline,c6_low_memory,cg_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,cg_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,cg_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,ec_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,ec_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,ec_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,lr_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,lr_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,lr_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,lr_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,mc_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,mc_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,mc_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,mc_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,rs_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,rs_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,sf_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,sf_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,sf_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c6_low_memory,sf_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,cg_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,cg_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,cg_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,ec_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,ec_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,ec_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,lr_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,lr_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,lr_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,lr_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,mc_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,mc_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,mc_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,mc_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,rs_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,rs_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,sf_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,sf_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,sf_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c8_cpu_swap,sf_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,cg_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,cg_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,cg_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,ec_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,ec_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,ec_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,lr_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,lr_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,lr_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,lr_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,mc_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,mc_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,mc_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,mc_04,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,rs_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,rs_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,sf_01,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,sf_02,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,sf_03,1.0,1.0,100.0,1.0,0,-1
c0_baseline,c9_determinism,sf_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,cg_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,cg_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,cg_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,ec_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,ec_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,ec_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,lr_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,lr_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,lr_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,lr_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,mc_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,mc_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,mc_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,mc_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,rs_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,rs_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,sf_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,sf_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,sf_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c1_chunked_prefill_small,sf_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,cg_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,cg_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,cg_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,ec_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,ec_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,ec_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,lr_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,lr_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,lr_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,lr_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,mc_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,mc_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,mc_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,mc_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,rs_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,rs_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,sf_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,sf_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,sf_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c2_chunked_prefill_large,sf_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,cg_01,0.0,0.1748,16.8647,0.2347,389,17
c1_chunked_prefill_small,c3_cuda_graphs,cg_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,cg_03,0.0,0.8911,87.1257,0.8981,69,89
c1_chunked_prefill_small,c3_cuda_graphs,ec_01,0.0,0.049,1.3503,0.1256,332,2
c1_chunked_prefill_small,c3_cuda_graphs,ec_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,ec_03,0.0,0.9802,97.2209,0.9802,7,18
c1_chunked_prefill_small,c3_cuda_graphs,lr_01,0.0,0.1795,63.1522,0.7394,169,13
c1_chunked_prefill_small,c3_cuda_graphs,lr_02,0.0,0.8571,91.0244,0.9187,57,90
c1_chunked_prefill_small,c3_cuda_graphs,lr_03,0.0,0.1827,29.0791,0.4038,382,14
c1_chunked_prefill_small,c3_cuda_graphs,lr_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,mc_01,0.0,0.6364,72.0284,0.7404,182,28
c1_chunked_prefill_small,c3_cuda_graphs,mc_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,mc_03,0.0,0.3364,67.0669,0.7602,165,34
c1_chunked_prefill_small,c3_cuda_graphs,mc_04,0.0,0.2727,22.2251,0.3431,401,23
c1_chunked_prefill_small,c3_cuda_graphs,rs_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,rs_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,sf_01,0.0,0.1442,21.8701,0.5581,330,0
c1_chunked_prefill_small,c3_cuda_graphs,sf_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,sf_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c3_cuda_graphs,sf_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,cg_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,cg_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,cg_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,ec_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,ec_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,ec_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,lr_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,lr_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,lr_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,lr_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,mc_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,mc_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,mc_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,mc_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,rs_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,rs_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,sf_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,sf_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,sf_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c4_prefix_caching,sf_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,cg_01,0.0,0.2667,21.4254,0.3895,349,18
c1_chunked_prefill_small,c5_batch_processing,cg_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,cg_03,0.0,0.2828,44.3201,0.5728,320,13
c1_chunked_prefill_small,c5_batch_processing,ec_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,ec_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,ec_03,0.0,0.9802,97.2209,0.9802,7,18
c1_chunked_prefill_small,c5_batch_processing,lr_01,0.0,0.1667,65.6451,0.7329,179,13
c1_chunked_prefill_small,c5_batch_processing,lr_02,0.0,0.8571,91.0244,0.9187,57,90
c1_chunked_prefill_small,c5_batch_processing,lr_03,0.0,0.2385,83.2199,0.8991,102,26
c1_chunked_prefill_small,c5_batch_processing,lr_04,0.0,0.9884,98.9527,0.9889,3,85
c1_chunked_prefill_small,c5_batch_processing,mc_01,0.0,0.7576,76.8633,0.8077,114,74
c1_chunked_prefill_small,c5_batch_processing,mc_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,mc_03,0.0,0.2294,36.7242,0.5044,318,24
c1_chunked_prefill_small,c5_batch_processing,mc_04,0.0,0.2609,23.101,0.3575,407,23
c1_chunked_prefill_small,c5_batch_processing,rs_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,rs_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c5_batch_processing,sf_01,0.0,0.4519,91.2169,0.8558,120,47
c1_chunked_prefill_small,c5_batch_processing,sf_02,0.0,0.1275,35.3714,0.5202,294,12
c1_chunked_prefill_small,c5_batch_processing,sf_03,0.0,0.018,24.214,0.4107,377,1
c1_chunked_prefill_small,c5_batch_processing,sf_04,0.0,0.0631,77.1004,0.7175,197,4
c1_chunked_prefill_small,c6_low_memory,cg_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,cg_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,cg_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,ec_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,ec_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,ec_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,lr_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,lr_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,lr_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,lr_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,mc_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,mc_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,mc_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,mc_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,rs_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,rs_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,sf_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,sf_02,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,sf_03,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c6_low_memory,sf_04,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c8_cpu_swap,cg_01,1.0,1.0,100.0,1.0,0,-1
c1_chunked_prefill_small,c8_cpu_swap,cg_02,1.0,1.0,100.0,1.0,0,-1
